id,created_at,birthdate,gender,city,state,profile_completed
73197,2021-04-03 15:56:29,1984-07-21,M,Caucasia,Antioquia,37.0
73200,2021-04-03 20:25:58,2000-03-12,M,Chia,Cundinamarca,96.0
73205,2021-04-04 13:14:46,1994-12-22,M,Medellin,Antioquia,100.0
73209,2021-04-04 17:17:51,1995-05-21,F,Medellin,Antioquia,100.0
73211,2021-04-04 18:23:13,1999-01-02,M,Bogotá,Cundinamarca,100.0
73215,2021-04-04 20:24:23,1992-12-22,F,Medellin,Antioquia,99.0
73216,2021-04-04 20:49:41,2003-12-30,M,Bogotá,Cundinamarca,77.0
73219,2021-04-04 21:39:41,1993-08-28,F,Medellin,Antioquia,100.0
73221,2021-04-04 21:57:42,1999-06-09,M,,,89.0
73226,2021-04-05 05:41:09,1986-04-07,F,Bogotá,Cundinamarca,37.0
73227,2021-04-05 07:48:33,1996-07-04,M,Bogotá,Cundinamarca,100.0
73231,2021-04-05 09:58:01,1981-10-22,M,Soacha,Cundinamarca,100.0
73232,2021-04-05 10:24:26,1971-08-29,M,Bogotá,Cundinamarca,37.0
73233,2021-04-05 10:55:04,1990-08-06,F,Medellin,Antioquia,100.0
73238,2021-04-05 11:52:01,1998-02-25,F,Bello,Antioquia,100.0
73239,2021-04-05 11:55:16,1990-09-06,F,Medellin,Antioquia,100.0
73240,2021-04-05 12:03:33,1995-11-13,M,Medellin,Antioquia,100.0
73241,2021-04-05 12:07:52,2000-11-14,F,Floridablanca,Santander,100.0
73242,2021-04-05 12:12:09,1990-07-11,F,Cota,Cundinamarca,100.0
73247,2021-04-05 14:06:44,1986-07-24,M,Bogotá,Cundinamarca,95.0
73257,2021-04-05 18:06:04,2000-03-17,F,Bogotá,Cundinamarca,96.0
73262,2021-04-05 18:21:21,1994-12-23,F,Medellin,Antioquia,100.0
73268,2021-04-05 20:02:10,1997-03-08,F,Bogotá,Cundinamarca,100.0
73272,2021-04-05 20:45:31,1992-10-25,F,Medellin,Antioquia,100.0
73276,2021-04-06 06:12:36,2002-10-28,F,Bogotá,Cundinamarca,100.0
73288,2021-04-06 11:11:03,1998-06-01,M,Soledad,Atlantico,99.0
73290,2021-04-06 11:29:41,1993-10-09,F,Medellin,Antioquia,100.0
73296,2021-04-06 13:31:30,1994-01-05,M,Barranquilla,Atlantico,90.0
73314,2021-04-06 16:16:40,1994-05-27,M,Medellin,Antioquia,100.0
73322,2021-04-06 18:18:04,1987-06-09,M,Medellin,Antioquia,99.0
73324,2021-04-06 19:03:39,1994-02-11,F,Bogotá,Cundinamarca,75.0
73326,2021-04-06 19:39:21,1994-10-05,M,Bello,Antioquia,100.0
73327,2021-04-06 20:01:48,1992-05-11,F,Medellin,Antioquia,100.0
73328,2021-04-06 20:03:43,1992-05-14,F,Medellin,Antioquia,99.0
73329,2021-04-06 20:34:26,1994-07-22,F,Bello,Antioquia,100.0
73331,2021-04-06 21:06:12,1993-09-30,M,Mosquera,Cundinamarca,100.0
73337,2021-04-07 08:50:00,1978-09-19,M,Cartagena,Bolivar,100.0
73339,2021-04-07 09:33:02,1995-03-26,F,Manizales,Caldas,100.0
73355,2021-04-07 13:29:46,1992-09-30,F,Medellin,Antioquia,100.0
73357,2021-04-07 14:26:28,1979-12-09,F,Medellin,Antioquia,100.0
73366,2021-04-07 17:17:52,1993-04-22,M,Medellin,Antioquia,100.0
73370,2021-04-07 18:27:49,1987-01-30,F,La Tebaida,Quindio,100.0
73371,2021-04-07 18:51:54,1996-11-14,F,Medellin,Antioquia,99.0
73372,2021-04-07 18:59:48,1996-05-19,M,Bello,Antioquia,100.0
73375,2021-04-07 19:13:12,1997-11-20,F,Medellin,Antioquia,99.0
73377,2021-04-07 19:52:43,1993-03-14,F,Medellin,Antioquia,100.0
73388,2021-04-08 08:46:14,1992-04-17,F,Medellin,Antioquia,99.0
73391,2021-04-08 09:16:17,1993-08-24,F,Medellin,Antioquia,100.0
73405,2021-04-08 14:37:04,1995-09-11,F,Medellin,Antioquia,100.0
73407,2021-04-08 15:15:07,1982-07-13,F,Bogotá,Cundinamarca,96.0
73410,2021-04-08 15:36:47,1995-09-05,F,Medellin,Antioquia,100.0
73412,2021-04-08 15:58:25,1993-11-04,M,Medellin,Antioquia,100.0
73417,2021-04-08 17:54:01,1997-09-16,F,Ibagué,Tolima,100.0
73428,2021-04-08 19:02:10,2001-09-20,M,Bogotá,Cundinamarca,100.0
73430,2021-04-08 19:03:28,1991-09-06,F,Bogotá,Cundinamarca,98.0
73433,2021-04-08 19:07:12,1983-09-19,M,Bogotá,Cundinamarca,100.0
73435,2021-04-08 19:19:12,1995-09-25,F,Medellin,Antioquia,100.0
73440,2021-04-08 20:58:49,1994-09-16,F,San Gil,Santander,100.0
73444,2021-04-09 04:00:18,1964-05-01,M,Anzoategui,Valle del Cauca,37.0
73451,2021-04-09 11:54:56,1987-03-03,M,Valledupar,Cesar,100.0
73456,2021-04-09 14:12:20,2002-11-09,M,Bogotá,Cundinamarca,100.0
73459,2021-04-09 15:35:53,1990-04-30,M,Bogotá,Cundinamarca,100.0
73464,2021-04-09 17:49:20,2002-10-30,F,Bogotá,Cundinamarca,100.0
73468,2021-04-09 19:34:18,1987-09-28,M,Santander de Quilichao,Cauca,99.0
73477,2021-04-10 09:11:02,1994-04-20,M,Bogotá,Cundinamarca,100.0
73480,2021-04-10 10:59:09,1991-11-20,M,Valledupar,Cesar,100.0
73482,2021-04-10 15:19:22,1989-05-19,M,Andes,Antioquia,100.0
73488,2021-04-11 07:49:13,2001-05-19,M,Bogotá,Cundinamarca,100.0
73499,2021-04-12 06:20:49,1985-03-12,F,Bogotá,Cundinamarca,67.0
73501,2021-04-12 10:34:24,2001-09-25,M,Medellin,Antioquia,99.0
73505,2021-04-12 14:26:14,1997-06-03,M,Arauquita,Arauca,96.0
73508,2021-04-12 15:56:06,1980-01-11,M,Bogotá,Cundinamarca,93.0
73517,2021-04-12 18:33:24,1996-04-17,M,Cartago,Valle del Cauca,98.0
73518,2021-04-12 18:35:53,1997-06-26,M,Medellin,Antioquia,94.0
73520,2021-04-12 18:36:16,1989-12-04,M,Bogotá,Cundinamarca,94.0
73528,2021-04-12 19:53:30,1994-07-14,M,Bogotá,Cundinamarca,93.0
73533,2021-04-12 21:42:21,2004-02-05,M,Medellin,Antioquia,95.0
73539,2021-04-13 08:29:25,1998-08-22,M,Bogotá,Cundinamarca,100.0
73545,2021-04-13 12:35:10,1989-09-17,F,Bogotá,Cundinamarca,76.0
73552,2021-04-13 21:07:21,1993-07-26,F,Bello,Antioquia,71.0
73556,2021-04-14 10:39:43,2001-07-19,M,Bogotá,Cundinamarca,100.0
73562,2021-04-14 11:50:22,1991-01-31,M,Bogotá,Cundinamarca,99.0
73564,2021-04-14 12:07:57,1990-11-23,F,Bogotá,Cundinamarca,100.0
73571,2021-04-14 15:08:38,1997-09-25,M,Bogotá,Cundinamarca,75.0
73572,2021-04-14 15:09:35,2022-03-17,M,Delvine,Delvine,84.0
73575,2021-04-14 16:30:41,1987-08-16,M,Soacha,Cundinamarca,100.0
73588,2021-04-15 09:36:56,1992-02-04,F,Sabaneta,Antioquia,100.0
73611,2021-04-16 13:51:53,1992-04-27,F,Bogotá,Cundinamarca,51.0
73614,2021-04-16 14:30:35,1986-06-02,M,Bogotá,Cundinamarca,84.0
73617,2021-04-17 00:40:35,1986-10-08,M,Manizales,Caldas,99.0
73625,2021-04-18 17:48:10,1988-07-07,M,Barranquilla,Atlantico,100.0
73628,2021-04-19 04:23:52,1984-04-06,F,Bogotá,Cundinamarca,95.0
73647,2021-04-19 18:05:23,,M,Bogotá,Cundinamarca,100.0
73648,2021-04-19 18:50:36,1995-06-24,M,Bogotá,Cundinamarca,100.0
73662,2021-04-20 08:27:57,1995-09-25,F,Medellin,Antioquia,100.0
73669,2021-04-20 12:06:15,1986-09-30,M,Medellin,Antioquia,100.0
73671,2021-04-20 12:39:57,1979-02-12,M,Envigado,Antioquia,99.0
73684,2021-04-20 16:39:18,1971-09-07,F,Manizales,Caldas,100.0
73688,2021-04-20 17:16:27,1984-02-22,M,,Valle del Cauca,100.0
73695,2021-04-21 00:47:56,,M,Fusagasuga,Cundinamarca,42.0
73699,2021-04-21 09:13:58,1995-01-04,F,Medellin,Antioquia,85.0
73708,2021-04-21 11:48:18,1995-10-23,F,Bello,Antioquia,96.0
73710,2021-04-21 13:58:23,1999-11-08,M,Sibundoy,Putumayo,100.0
73711,2021-04-21 14:00:33,1978-05-13,F,Entrerrios,Antioquia,100.0
73712,2021-04-21 14:33:41,1991-03-23,F,Cali,Valle del Cauca,100.0
73713,2021-04-21 14:43:57,1985-03-12,F,Bogotá,Cundinamarca,100.0
73716,2021-04-21 14:56:40,1993-10-28,M,Medellin,Antioquia,100.0
73722,2021-04-21 15:14:37,1992-11-23,M,Neiva,Huila,84.0
73726,2021-04-21 15:24:54,1993-05-20,F,Cali,Valle del Cauca,100.0
73742,2021-04-21 19:18:07,1995-05-13,F,Bogotá,Cundinamarca,100.0
73747,2021-04-21 20:06:09,1993-12-26,F,Soledad,Atlantico,92.0
73748,2021-04-21 20:10:05,1987-12-30,M,Pasto,Nariño,100.0
73749,2021-04-21 21:07:28,1995-11-20,M,Bogotá,Cundinamarca,100.0
73750,2021-04-22 07:58:43,1996-05-07,M,Medellin,Antioquia,99.0
73760,2021-04-22 14:37:56,1993-01-20,M,Tunja,Boyaca,100.0
73768,2021-04-22 16:09:22,2001-08-02,M,Barrancabermeja,Santander,100.0
73785,2021-04-22 17:46:49,1997-10-04,F,Envigado,Antioquia,100.0
73788,2021-04-22 19:30:48,1988-08-08,M,Pereira,Risaralda,100.0
73791,2021-04-22 21:12:04,1986-07-31,F,Bogotá,Cundinamarca,87.0
73792,2021-04-22 21:53:05,1993-05-18,M,Sabaneta,Antioquia,100.0
73797,2021-04-23 02:54:55,1985-07-10,F,Monteria,Cordoba,75.0
73802,2021-04-23 10:54:07,1988-09-12,M,Medellin,Antioquia,100.0
73808,2021-04-23 13:45:55,1996-02-20,M,Cartagena,Bolivar,96.0
73817,2021-04-23 18:12:30,1983-03-24,M,Medellin,Antioquia,100.0
73822,2021-04-23 22:03:25,1993-12-21,M,Cartagena,Bolivar,67.0
73830,2021-04-24 15:53:47,1980-04-02,M,Bucaramanga,Santander,100.0
73832,2021-04-24 19:38:42,1993-02-25,M,Cartagena,Bolivar,100.0
73842,2021-04-25 15:49:43,1988-12-21,M,Bogotá,Cundinamarca,91.0
73845,2021-04-25 17:56:50,2004-01-24,M,Mosquera,Cundinamarca,100.0
73849,2021-04-25 18:57:00,1988-11-30,M,Bogotá,Cundinamarca,100.0
73852,2021-04-25 19:53:30,1999-07-11,M,Galan,Santander,90.0
73859,2021-04-26 08:20:20,1997-01-08,F,Cali,Valle del Cauca,94.0
73860,2021-04-26 08:56:59,1996-11-17,M,Popayan,Cauca,100.0
73864,2021-04-26 09:26:47,1990-04-24,F,Bogotá,Cundinamarca,48.0
73886,2021-04-26 15:33:19,1994-01-08,,Medellin,Antioquia,76.0
73887,2021-04-26 16:31:13,1998-11-20,M,Bogotá,Cundinamarca,100.0
73888,2021-04-26 16:35:07,1999-04-06,M,Armenia,Quindio,100.0
73892,2021-04-26 16:56:33,1993-02-16,M,Bogotá,Cundinamarca,97.0
73894,2021-04-26 17:03:01,2000-04-05,M,Bogotá,Cundinamarca,94.0
73896,2021-04-26 17:04:41,1999-08-13,M,Mosquera,Cundinamarca,100.0
73904,2021-04-26 17:29:21,1997-03-25,M,Bogotá,Cundinamarca,99.0
73905,2021-04-26 17:45:32,1996-12-16,M,Santa Marta,Magdalena,34.0
73919,2021-04-26 20:04:00,1995-09-14,M,Bogotá,Cundinamarca,100.0
73920,2021-04-26 20:23:07,1990-04-24,F,Itagui,Antioquia,100.0
73925,2021-04-27 07:53:04,1985-04-16,F,Bogotá,Cundinamarca,100.0
73933,2021-04-27 11:22:47,1975-07-08,F,Rionegro,Antioquia,100.0
73935,2021-04-27 11:31:46,1993-10-01,F,Rionegro,Antioquia,100.0
73950,2021-04-27 14:09:29,1998-08-17,F,Bogotá,Cundinamarca,94.0
73951,2021-04-27 14:10:25,1997-09-14,F,Cartagena,Bolivar,100.0
73952,2021-04-27 14:10:46,1987-02-13,F,Barranquilla,Atlantico,99.0
73957,2021-04-27 14:14:21,1996-12-09,F,Barranquilla,Atlantico,100.0
73960,2021-04-27 14:15:34,2003-10-04,M,Villavicencio,Meta,100.0
73961,2021-04-27 14:15:55,1995-12-18,F,Bogotá,Cundinamarca,86.0
73963,2021-04-27 14:16:39,1969-05-01,M,Cali,Valle del Cauca,100.0
73966,2021-04-27 14:19:10,1996-01-19,M,Restrepo,Meta,99.0
73969,2021-04-27 14:20:46,1988-02-26,M,Barranquilla,Atlantico,96.0
73972,2021-04-27 14:21:34,1992-06-11,M,Bogotá,Cundinamarca,100.0
73974,2021-04-27 14:23:49,1984-10-12,M,Bogotá,Cundinamarca,100.0
73975,2021-04-27 14:24:37,1991-10-25,M,Cartagena,Bolivar,100.0
73976,2021-04-27 14:25:01,1992-06-21,M,Bogotá,Cundinamarca,96.0
73977,2021-04-27 14:26:04,1998-11-15,M,Bogotá,Cundinamarca,99.0
73979,2021-04-27 14:29:05,1991-09-07,F,Ibagué,Tolima,100.0
73989,2021-04-27 14:33:23,1998-11-27,F,Santa Marta,Magdalena,99.0
73990,2021-04-27 14:33:37,2003-02-13,M,Tunja,Boyaca,100.0
73999,2021-04-27 14:41:17,1996-11-07,M,Bogotá,Cundinamarca,100.0
74004,2021-04-27 14:43:57,1984-08-04,M,Medellin,Antioquia,91.0
74009,2021-04-27 14:47:16,2000-10-20,F,Bogotá,Cundinamarca,93.0
74010,2021-04-27 14:47:18,1968-01-12,M,Bogotá,Cundinamarca,100.0
74015,2021-04-27 14:50:41,1995-03-16,M,Sogamoso,Boyaca,96.0
74017,2021-04-27 14:51:14,2005-05-11,M,Palmira,Valle del Cauca,100.0
74020,2021-04-27 14:54:55,2006-01-25,F,Bogotá,Cundinamarca,100.0
74022,2021-04-27 14:55:20,1994-09-23,F,Boyaca,Boyaca,100.0
74024,2021-04-27 14:56:15,1997-02-04,F,Cucuta,Norte de Santander,100.0
74031,2021-04-27 15:02:36,1986-01-28,F,Palmira,Valle del Cauca,100.0
74034,2021-04-27 15:08:52,1993-08-17,F,,,93.0
74037,2021-04-27 15:11:39,1996-12-05,M,Bogotá,Cundinamarca,100.0
74041,2021-04-27 15:13:39,1996-08-10,M,Medellin,Antioquia,100.0
74044,2021-04-27 15:16:12,2001-12-05,M,Girardota,Antioquia,100.0
74048,2021-04-27 15:19:16,1992-11-30,M,Medellin,Antioquia,100.0
74051,2021-04-27 15:22:24,1992-03-05,F,Villavicencio,Meta,37.0
74054,2021-04-27 15:24:14,1991-12-28,F,Arauca,Arauca,100.0
74070,2021-04-27 15:38:32,1976-09-25,F,Cali,Valle del Cauca,100.0
74075,2021-04-27 15:44:40,1999-08-10,F,Bogotá,Cundinamarca,99.0
74079,2021-04-27 15:52:05,1991-01-20,M,Bogotá,Cundinamarca,100.0
74083,2021-04-27 15:57:44,1973-07-05,M,Bogotá,Cundinamarca,100.0
74091,2021-04-27 16:07:12,1989-12-20,M,Cali,Valle del Cauca,37.0
74093,2021-04-27 16:12:28,1995-08-09,F,Villavicencio,Meta,100.0
74105,2021-04-27 16:24:26,2000-11-21,M,Bogotá,Cundinamarca,100.0
74106,2021-04-27 16:24:31,1977-03-08,M,Bogotá,Cundinamarca,99.0
74107,2021-04-27 16:25:38,1994-12-24,M,Soledad,Atlantico,100.0
74112,2021-04-27 16:31:58,1956-04-27,M,Cartagena,Bolivar,100.0
74122,2021-04-27 16:50:57,1968-02-27,M,Bogotá,Cundinamarca,100.0
74129,2021-04-27 16:55:23,1987-04-12,M,Bogotá,Cundinamarca,100.0
74131,2021-04-27 16:57:03,1984-08-07,M,Armenia,Quindio,98.0
74140,2021-04-27 17:15:48,1963-02-07,M,Bogotá,Cundinamarca,100.0
74149,2021-04-27 17:26:55,1991-11-13,M,Medellin,Antioquia,99.0
74154,2021-04-27 17:31:29,1976-08-23,M,Medellin,Antioquia,100.0
74158,2021-04-27 17:37:40,1998-08-04,M,Bogotá,Cundinamarca,48.0
74163,2021-04-27 17:43:35,2003-12-04,M,Bucaramanga,Santander,100.0
74165,2021-04-27 17:45:12,1999-08-14,M,,,100.0
74177,2021-04-27 18:15:55,1991-06-26,M,,La Guajira,99.0
74183,2021-04-27 18:37:35,1986-12-21,M,Bogotá,Cundinamarca,100.0
74186,2021-04-27 18:39:03,1998-01-14,M,La Estrella,Antioquia,99.0
74187,2021-04-27 18:46:40,1981-06-10,M,Barranquilla,Atlantico,88.0
74188,2021-04-27 18:47:33,1995-08-21,M,Tunja,Boyaca,85.0
74191,2021-04-27 19:02:16,1985-09-05,F,Neiva,Huila,100.0
74192,2021-04-27 19:05:09,1997-04-14,M,Monteria,Cordoba,100.0
74194,2021-04-27 19:05:56,1987-07-06,M,Monteria,Cordoba,99.0
74197,2021-04-27 19:08:45,1992-08-07,M,Bogotá,Cundinamarca,90.0
74201,2021-04-27 19:24:54,1993-07-16,M,Maicao,La Guajira,59.0
74211,2021-04-27 20:13:43,1980-12-17,M,Cali,Valle del Cauca,92.0
74214,2021-04-27 20:19:27,1987-12-10,F,Bogotá,Cundinamarca,86.0
74215,2021-04-27 20:24:50,1995-05-11,M,Soacha,Cundinamarca,100.0
74216,2021-04-27 20:32:29,2003-03-28,M,Bogotá,Cundinamarca,99.0
74218,2021-04-27 20:46:24,1996-11-11,M,Cali,Valle del Cauca,86.0
74222,2021-04-27 21:09:56,1994-07-06,M,Floridablanca,Santander,99.0
74225,2021-04-27 21:18:44,1994-12-04,M,Barranquilla,Atlantico,37.0
74230,2021-04-27 21:43:38,1988-07-12,M,Duitama,Boyaca,100.0
74238,2021-04-27 22:24:50,1992-09-21,M,Cali,Valle del Cauca,100.0
74244,2021-04-27 22:44:30,1995-12-11,M,Cartagena,Bolivar,100.0
74245,2021-04-27 22:51:56,1998-03-09,M,Barranquilla,Atlantico,44.0
74249,2021-04-27 23:01:16,1992-08-13,M,Cartagena,Bolivar,98.0
74252,2021-04-27 23:10:30,1997-02-04,M,Bogotá,Cundinamarca,100.0
74256,2021-04-27 23:48:06,1995-08-04,M,Bogotá,Cundinamarca,86.0
74257,2021-04-27 23:58:21,1971-05-19,M,Barranquilla,Atlantico,100.0
74258,2021-04-28 00:04:18,1985-05-03,F,Medellin,Antioquia,99.0
74260,2021-04-28 00:25:14,1987-10-13,M,Medellin,Antioquia,95.0
74261,2021-04-28 00:38:55,1991-10-29,F,Circasia,Quindio,93.0
74268,2021-04-28 06:45:03,1989-09-17,F,Bogotá,Cundinamarca,100.0
74269,2021-04-28 06:59:34,1993-02-18,M,Bogotá,Cundinamarca,100.0
74277,2021-04-28 08:11:18,1989-11-09,M,Barranquilla,Atlantico,99.0
74289,2021-04-28 08:51:40,1992-12-25,F,Bogotá,Cundinamarca,100.0
74296,2021-04-28 09:29:13,1996-11-22,M,Medellin,Antioquia,98.0
74302,2021-04-28 09:43:54,2005-05-15,F,,Tolima,100.0
74307,2021-04-28 10:01:24,1998-03-01,F,Chia,Cundinamarca,75.0
74308,2021-04-28 10:10:23,1988-05-13,M,Bogotá,Cundinamarca,96.0
74319,2021-04-28 11:34:19,1978-09-06,M,Bogotá,Cundinamarca,100.0
74324,2021-04-28 11:46:35,1984-10-16,M,Bogotá,Cundinamarca,99.0
74326,2021-04-28 11:56:17,1998-05-17,M,Manizales,Caldas,100.0
74341,2021-04-28 14:05:18,1986-05-05,M,Neiva,Huila,100.0
74347,2021-04-28 14:43:14,1984-07-09,M,Neiva,Huila,60.0
74357,2021-04-28 15:49:05,1994-01-04,F,Bogotá,Cundinamarca,37.0
74360,2021-04-28 16:07:40,1971-11-30,M,Medellin,Antioquia,99.0
74364,2021-04-28 16:26:25,1992-08-23,M,Bogotá,Cundinamarca,100.0
74370,2021-04-28 17:19:17,1987-05-10,M,Itagui,Antioquia,100.0
74376,2021-04-28 17:40:44,1991-02-17,M,Bogotá,Cundinamarca,100.0
74379,2021-04-28 18:10:10,1980-03-01,M,Bogotá,Cundinamarca,37.0
74380,2021-04-28 18:24:27,2005-07-07,F,Bogotá,Cundinamarca,100.0
74382,2021-04-28 18:32:46,1984-01-12,M,Pasto,Nariño,99.0
74388,2021-04-28 18:45:47,1997-02-28,F,Envigado,Antioquia,100.0
74401,2021-04-28 19:06:15,1992-04-01,F,Cota,Cundinamarca,100.0
74407,2021-04-28 19:27:37,1993-04-18,M,Bogotá,Cundinamarca,99.0
74408,2021-04-28 19:34:03,2000-04-17,F,Barranquilla,Atlantico,100.0
74411,2021-04-28 20:50:11,1993-01-01,M,Bogotá,Cundinamarca,99.0
74412,2021-04-28 20:54:01,1997-02-15,M,Ibagué,Tolima,100.0
74417,2021-04-28 21:38:53,1982-02-15,M,Barranquilla,Atlantico,96.0
74419,2021-04-28 22:38:47,1997-05-18,M,Bogotá,Cundinamarca,98.0
74421,2021-04-28 23:07:15,2001-11-09,M,Bogotá,Cundinamarca,100.0
74422,2021-04-28 23:12:11,2003-02-01,M,Medellin,Antioquia,100.0
74434,2021-04-29 07:04:48,1999-06-29,F,Bogotá,Cundinamarca,93.0
74437,2021-04-29 08:09:50,1988-08-06,M,Cali,Valle del Cauca,100.0
74442,2021-04-29 08:30:11,1995-12-02,M,Boyaca,Boyaca,48.0
74449,2021-04-29 09:07:07,1996-11-29,F,Bogotá,Cundinamarca,99.0
74452,2021-04-29 09:30:36,2001-04-26,M,Cali,Valle del Cauca,100.0
74462,2021-04-29 10:22:32,1992-10-18,M,Cucuta,Norte de Santander,100.0
74465,2021-04-29 10:37:57,1989-07-26,M,Pereira,Risaralda,98.0
74468,2021-04-29 11:03:46,1997-07-22,M,Floridablanca,Santander,100.0
74474,2021-04-29 11:35:24,1995-05-30,M,Bogotá,Cundinamarca,100.0
74481,2021-04-29 11:55:44,1993-12-20,M,Bogotá,Cundinamarca,98.0
74482,2021-04-29 12:00:32,1972-08-23,M,Cucuta,Norte de Santander,100.0
74490,2021-04-29 12:43:09,2002-12-16,M,Bogotá,Cundinamarca,100.0
74491,2021-04-29 12:43:53,1991-01-15,M,Medellin,Antioquia,65.0
74506,2021-04-29 13:38:37,1993-01-24,M,Bogotá,Cundinamarca,68.0
74511,2021-04-29 14:00:42,1996-02-10,M,Barranquilla,Atlantico,75.0
74518,2021-04-29 14:23:21,1989-06-14,M,Bogotá,Cundinamarca,99.0
74651,2021-04-29 15:01:31,1984-11-25,M,Barranquilla,Atlantico,91.0
74816,2021-04-29 15:11:03,1972-05-12,M,Santo Tomas,Atlantico,73.0
74885,2021-04-29 15:57:04,1990-04-05,M,Bogotá,Cundinamarca,99.0
74892,2021-04-29 16:09:25,1996-09-15,M,Cali,Valle del Cauca,96.0
74912,2021-04-29 17:15:57,1997-05-25,M,Bogotá,Cundinamarca,37.0
74917,2021-04-29 17:33:00,1999-02-01,M,Bogotá,Cundinamarca,96.0
74922,2021-04-29 17:46:37,1993-02-18,M,Palmira,Valle del Cauca,100.0
74928,2021-04-29 18:18:20,1999-11-01,M,Bogotá,Cundinamarca,99.0
74946,2021-04-30 00:10:07,1978-05-08,M,Bogotá,Cundinamarca,100.0
74962,2021-04-30 11:31:33,1993-01-16,M,Pasto,Nariño,99.0
74969,2021-04-30 13:11:12,1981-09-03,M,Bello,Antioquia,76.0
74972,2021-04-30 13:55:23,1987-09-14,M,Bogotá,Cundinamarca,100.0
74973,2021-04-30 14:07:44,1999-04-13,M,Itagui,Antioquia,100.0
74978,2021-04-30 16:26:01,1999-12-22,F,Bogotá,Cundinamarca,83.0
74989,2021-04-30 21:09:14,1993-05-14,F,Bogotá,Cundinamarca,96.0
75000,2021-05-02 15:06:34,1992-08-17,F,Manizales,Caldas,99.0
75006,2021-05-02 22:32:00,2004-09-04,M,Mosquera,Cundinamarca,100.0
75013,2021-05-03 10:35:02,1988-07-03,M,Manizales,Caldas,100.0
75017,2021-05-03 11:30:45,2001-02-28,M,Cucuta,Norte de Santander,91.0
75020,2021-05-03 13:54:08,1983-07-18,F,Bucaramanga,Santander,100.0
75034,2021-05-03 20:02:39,1986-10-03,M,Armenia,Quindio,91.0
75035,2021-05-03 21:46:01,1998-08-01,F,Bogotá,Cundinamarca,76.0
75042,2021-05-04 10:06:46,2001-10-01,M,Bogotá,Cundinamarca,83.0
75046,2021-05-04 12:42:39,1997-09-17,F,Medellin,Antioquia,95.0
75063,2021-05-05 10:56:04,1991-10-19,M,Manizales,Caldas,100.0
75069,2021-05-05 14:59:19,1986-11-26,M,Armenia,Quindio,95.0
75076,2021-05-06 01:24:25,1989-12-06,F,Bogotá,Cundinamarca,89.0
75078,2021-05-06 11:11:39,1991-04-11,M,Bogotá,Cundinamarca,100.0
75082,2021-05-06 12:50:05,1997-08-23,M,Bogotá,Cundinamarca,59.0
75083,2021-05-06 13:13:41,1994-12-13,M,Bogotá,Cundinamarca,74.0
75085,2021-05-06 14:38:54,1984-12-08,M,Medellin,Antioquia,65.0
75086,2021-05-06 15:03:20,1991-08-04,M,Bogotá,Cundinamarca,98.0
75088,2021-05-06 16:40:02,1994-08-21,M,Medellin,Antioquia,96.0
75090,2021-05-06 16:58:38,1998-11-04,F,Medellin,Antioquia,96.0
75093,2021-05-06 17:07:03,1988-09-03,F,Medellin,Antioquia,40.0
75102,2021-05-06 18:32:10,1995-04-17,F,Cali,Valle del Cauca,85.0
75107,2021-05-06 23:43:00,1984-07-24,F,Bogotá,Cundinamarca,96.0
75108,2021-05-07 06:55:41,1988-09-18,M,Bogotá,Cundinamarca,99.0
75111,2021-05-07 09:38:02,1990-09-08,M,Bogotá,Cundinamarca,88.0
75112,2021-05-07 10:01:13,1995-03-28,M,Popayan,Cauca,84.0
75130,2021-05-07 13:34:28,1996-08-04,M,Medellin,Antioquia,99.0
75132,2021-05-07 14:08:14,1980-08-26,M,Manizales,Caldas,47.0
75141,2021-05-07 20:19:43,2001-12-28,M,Medellin,Antioquia,100.0
75142,2021-05-07 20:25:19,1996-05-28,M,Tunja,Boyaca,83.0
75143,2021-05-07 20:43:09,1986-01-20,M,Medellin,Antioquia,100.0
75154,2021-05-08 06:05:20,1992-02-02,M,Medellin,Antioquia,100.0
75164,2021-05-08 13:57:37,1989-07-12,F,Bogotá,Cundinamarca,88.0
75174,2021-05-08 19:25:07,1989-02-02,F,Bogotá,Cundinamarca,98.0
75197,2021-05-10 10:21:33,1998-11-17,M,Bogotá,Cundinamarca,100.0
75206,2021-05-10 13:41:51,1991-04-25,M,Villavicencio,Meta,93.0
75233,2021-05-11 00:26:00,1995-09-08,M,Bogotá,Cundinamarca,41.0
75254,2021-05-11 10:28:22,1995-02-11,F,Medellin,Antioquia,64.0
75283,2021-05-11 18:15:42,1994-09-17,F,Bogotá,Cundinamarca,96.0
75284,2021-05-11 18:24:50,1973-08-16,M,Ibagué,Tolima,96.0
75302,2021-05-12 12:04:22,1979-10-02,M,Medellin,Antioquia,50.0
75306,2021-05-12 13:32:29,1998-06-08,F,Medellin,Antioquia,90.0
75310,2021-05-12 15:24:18,1998-11-15,M,Cartagena,Bolivar,95.0
75315,2021-05-12 16:43:22,2002-04-08,F,Medellin,Antioquia,49.0
75322,2021-05-12 18:16:56,2000-03-13,F,Itagui,Antioquia,93.0
75338,2021-05-12 21:49:56,1985-06-21,M,Sincelejo,Sucre,100.0
75340,2021-05-12 22:29:04,1989-10-22,M,Envigado,Antioquia,67.0
75348,2021-05-13 09:53:13,1991-05-03,M,Bogotá,Cundinamarca,100.0
75350,2021-05-13 10:29:38,1996-03-06,M,Monteria,Cordoba,100.0
